MITx/6.00x/2013_Spring,MHxPC130499904,1,1,0,0,United Kingdom,Secondary,1995,m,0,2013/1/2,2013/1/2,2,1,,,0
MITx/6.00x/2013_Spring,MHxPC130452869,1,1,0,0,Nigeria,Secondary,1990,m,0,2013/4/27,2013/4/27,39,1,14,2,0
MITx/6.00x/2013_Spring,MHxPC130021045,1,1,0,0,United States,Secondary,1993,m,0.01,2013/1/17,2013/2/26,652,10,43,3,0
MITx/6.00x/2013_Spring,MHxPC130174543,1,1,0,0,United States,Secondary,1980,f,0,2013/5/17,2013/5/17,27,1,9,2,0
MITx/6.00x/2013_Spring,MHxPC130070674,1,1,0,0,United States,Secondary,1961,m,0,2013/3/6,2013/3/12,88,2,17,1,0
MITx/6.00x/2013_Spring,MHxPC130431272,1,1,0,0,United States,Master's,1988,m,0,2013/5/28,2013/5/31,71,2,2,4,0
MITx/6.00x/2013_Spring,MHxPC130392804,1,1,0,0,United States,Bachelor's,1988,m,0,2013/1/16,2013/1/16,5,1,1,2,0
MITx/6.00x/2013_Spring,MHxPC130287839,1,1,0,0,United States,Secondary,1995,m,0,2013/1/11,2013/1/11,2,1,,,0
MITx/6.00x/2013_Spring,MHxPC130318182,1,1,1,0,India,Secondary,1993,m,0.02,2012/12/27,2013/5/5,2085,22,548,10,0
MITx/6.00x/2013_Spring,MHxPC130113694,1,1,0,0,Other Europe,NA,NA,NA,0.01,2012/12/20,2013/2/24,87,10,8,3,0
MITx/6.00x/2013_Spring,MHxPC130273591,1,1,0,0,Russian Federation,Master's,1986,m,0,2013/5/3,2013/5/8,44,3,7,4,0
MITx/6.00x/2013_Spring,MHxPC130517638,1,1,0,0,United Kingdom,Master's,1981,f,0,2013/3/13,2013/3/13,1,1,,,0
MITx/6.00x/2013_Spring,MHxPC130061951,1,1,0,0,Other Africa,Secondary,1984,m,0,2012/12/27,2012/12/27,9,1,,1,0
MITx/6.00x/2013_Spring,MHxPC130330871,1,1,0,0,Other Europe,Secondary,1981,m,0,2013/3/10,2013/3/11,24,2,2,2,0
MITx/6.00x/2013_Spring,MHxPC130226907,1,1,0,0,Mexico,NA,NA,NA,0.02,2013/2/19,2013/3/4,298,2,12,4,0
MITx/6.00x/2013_Spring,MHxPC130469859,1,1,0,0,United States,Bachelor's,1991,m,0,2013/3/30,2013/3/31,47,2,,1,0
MITx/6.00x/2013_Spring,MHxPC130171939,1,1,0,0,India,Bachelor's,1992,m,0,2013/5/16,2013/6/11,366,8,73,3,0
MITx/6.00x/2013_Spring,MHxPC130365012,1,1,0,0,United States,Bachelor's,1990,m,0.24,2013/1/25,2013/4/15,2411,17,66,9,0
MITx/6.00x/2013_Spring,MHxPC130335576,1,1,0,0,Other Europe,Secondary,1992,m,0,2013/5/21,2013/5/21,17,1,4,2,0
MITx/6.00x/2013_Spring,MHxPC130321461,1,1,0,0,India,Secondary,1992,m,0,2013/2/12,2013/2/12,129,1,,1,0
MITx/6.00x/2013_Spring,MHxPC130225996,1,1,0,0,Brazil,Secondary,1982,m,0,2013/5/20,2013/5/20,26,1,5,1,0
MITx/6.00x/2013_Spring,MHxPC130154503,1,1,0,0,Other Africa,Secondary,1994,m,0,2013/4/14,2013/4/20,421,4,140,2,0
MITx/6.00x/2013_Spring,MHxPC130410889,1,1,0,0,Other Europe,Master's,1983,m,,2013/8/13,2013/8/13,6,1,1,6,0
MITx/6.00x/2013_Spring,MHxPC130078595,1,1,0,0,United States,Secondary,1995,m,0,2013/4/12,2013/4/12,52,1,4,1,0
MITx/6.00x/2013_Spring,MHxPC130011127,1,1,0,0,United States,Secondary,1986,m,0,2013/1/18,2013/7/9,259,10,18,3,0
MITx/6.00x/2013_Spring,MHxPC130547909,1,1,0,0,France,Secondary,1995,m,0,2013/5/30,2013/5/30,2,1,,,0
MITx/6.00x/2013_Spring,MHxPC130373707,1,1,0,0,Ukraine,Master's,1982,m,0.01,2013/3/22,2013/3/26,4008,5,124,4,0
MITx/6.00x/2013_Spring,MHxPC130390863,1,1,0,0,Other Middle East/Central Asia,Secondary,1995,m,0,2013/5/4,2013/5/5,468,2,180,2,0
MITx/6.00x/2013_Spring,MHxPC130324691,1,1,0,0,United Kingdom,Bachelor's,1992,m,0,2013/3/6,2013/3/6,23,1,12,2,0
MITx/6.00x/2013_Spring,MHxPC130275546,1,1,0,0,United Kingdom,Secondary,1993,m,0,2013/5/8,2013/5/8,6,1,2,1,0
MITx/6.00x/2013_Spring,MHxPC130087272,1,1,0,0,Other Middle East/Central Asia,Bachelor's,1990,m,0,2013/6/7,2013/6/7,1,1,,,0
MITx/6.00x/2013_Spring,MHxPC130035930,1,1,0,0,Colombia,NA,NA,NA,0.01,2013/2/8,2013/5/28,1970,8,585,7,0
MITx/6.00x/2013_Spring,MHxPC130556505,1,1,0,0,United States,Bachelor's,1986,f,0,2012/12/24,2012/12/24,1,1,,,0
MITx/6.00x/2013_Spring,MHxPC130500980,1,1,0,0,Pakistan,Secondary,1992,f,,2013/9/2,2013/9/2,22,1,,1,0
MITx/6.00x/2013_Spring,MHxPC130432323,1,1,0,0,United States,Bachelor's,1985,f,0,2012/12/20,2012/12/20,1,1,,,0
MITx/6.00x/2013_Spring,MHxPC130035760,1,1,0,0,Ukraine,Bachelor's,1981,m,0.07,2013/1/15,2013/2/21,431,8,4,3,0
MITx/6.00x/2013_Spring,MHxPC130513704,1,1,0,0,India,Bachelor's,1992,m,0,2012/12/27,2012/12/27,3,1,,,0
MITx/6.00x/2013_Spring,MHxPC130374621,1,1,0,0,United States,,,m,0,2013/3/12,2013/3/16,93,3,,5,0
MITx/6.00x/2013_Spring,MHxPC130564259,1,1,1,1,Russian Federation,,,,0.86,2012/12/20,2013/7/15,4076,40,57,15,0
MITx/6.00x/2013_Spring,MHxPC130446751,1,1,0,0,United States,Secondary,1991,m,0,2013/3/27,2013/3/27,31,1,3,2,0
MITx/6.00x/2013_Spring,MHxPC130497557,1,1,0,0,Other Europe,Bachelor's,1985,m,0,2013/3/6,2013/3/7,171,2,22,2,0
MITx/6.00x/2013_Spring,MHxPC130472413,1,1,0,0,Japan,Secondary,1993,m,,2013/7/31,2013/7/31,9,1,1,1,0
MITx/6.00x/2013_Spring,MHxPC130462885,1,1,0,0,Other South Asia,Master's,1988,m,0,2013/1/5,2013/2/4,2,3,3,1,0
MITx/6.00x/2013_Spring,MHxPC130363169,1,1,0,0,Canada,Secondary,1983,m,0,2013/3/5,2013/3/6,1,1,,2,0
MITx/6.00x/2013_Spring,MHxPC130594875,1,1,0,0,India,Secondary,1992,f,,2013/7/31,2013/8/10,500,7,108,3,0
MITx/6.00x/2013_Spring,MHxPC130399790,1,1,0,0,Pakistan,Secondary,1993,m,0,2013/3/27,2013/3/27,28,1,,1,0
MITx/6.00x/2013_Spring,MHxPC130226034,1,1,0,0,Indonesia,Bachelor's,1986,m, ,2013/3/5,2013/3/5,6,1,3,1,0
MITx/6.00x/2013_Spring,MHxPC130031951,1,1,0,0,United States,,,,0.13,2013/1/1,2013/4/21,1185,18,16,7,1
MITx/6.00x/2013_Spring,MHxPC130289228,1,1,0,0,Other South Asia,Bachelor's,1988,m,0.26,2013/3/23,2013/6/1,1706,15,,5,0
MITx/6.00x/2013_Spring,MHxPC130214070,1,1,0,0,United States,Bachelor's,1981,m,0,2013/2/13,2013/2/13,247,1,59,3,0
MITx/6.00x/2013_Spring,MHxPC130303438,1,1,0,0,Nigeria,Bachelor's,1980,m,0,2013/5/18,2013/5/18,2,1,,,0
MITx/6.00x/2013_Spring,MHxPC130142599,1,1,0,0,Other South Asia,Secondary,1989,m,0,2013/5/13,2013/5/13,1,1,,,0
MITx/6.00x/2013_Spring,MHxPC130484177,1,1,0,0,Other South America,Secondary,1991,m,0,2013/4/4,2013/4/5,13,1,2,1,0
MITx/6.00x/2013_Spring,MHxPC130448425,1,1,0,0,United States,Secondary,1976,m,0,2013/3/27,2013/3/28,45,1,1,2,0
MITx/6.00x/2013_Spring,MHxPC130240388,1,1,0,0,United States,Master's,,f,,2013/8/9,2013/9/3,439,4,120,3,0
MITx/6.00x/2013_Spring,MHxPC130526325,1,1,0,0,India,Secondary,1992,m,0.15,2013/2/18,2013/6/5,969,10,71,7,0
MITx/6.00x/2013_Spring,MHxPC130369310,1,1,0,0,"Other North & Central Amer. Caribbean",Secondary,1987,m,0,2012/12/30,2012/12/30,2,1,,,0
MITx/6.00x/2013_Spring,MHxPC130323543,1,1,0,0,United States,Secondary,1992,m,0,2013/3/3,2013/3/19,103,1,13,3,0
MITx/6.00x/2013_Spring,MHxPC130356691,1,1,0,0,Other Europe,Master's,1968,m,0,2013/3/4,2013/3/4,358,1,32,3,0
MITx/6.00x/2013_Spring,MHxPC130315171,1,1,0,0,India,Bachelor's,1991,m,0,2013/1/18,2013/1/18,9,1,1,1,0
MITx/6.00x/2013_Spring,MHxPC130542886,1,1,0,0,United States,Secondary,1991,f,0,2012/12/27,2012/12/28,1,1,,,0
MITx/6.00x/2013_Spring,MHxPC130480968,1,1,1,1,China,Bachelor's,1989,m,0.94,2013/2/4,2013/8/28,7944,68,244,18,0
MITx/6.00x/2013_Spring,MHxPC130081981,1,1,0,0,United States,Secondary,1988,m,,2013/8/19,2013/8/26,150,5,13,3,0
MITx/6.00x/2013_Spring,MHxPC130180704,1,1,0,0,Canada,Bachelor's,1989,m,0,2013/4/10,2013/5/24,154,3,15,4,0
MITx/6.00x/2013_Spring,MHxPC130092687,1,1,0,0,United States,Secondary,1981,m,0.1,2013/1/4,2013/3/26,3248,32,271,7,0
MITx/6.00x/2013_Spring,MHxPC130591970,1,1,0,0,Other Africa,Secondary,1994,m,0,2013/4/2,2013/5/4,7,2,,1,0
MITx/6.00x/2013_Spring,MHxPC130403124,1,1,0,0,Other South America,Bachelor's,1990,m,0.01,2013/1/13,2013/3/6,992,9,98,4,0
MITx/6.00x/2013_Spring,MHxPC130079392,1,1,0,0,Other Middle East/Central Asia,,1993,f,0,2013/1/17,2013/1/17,23,1,13,1,0
MITx/6.00x/2013_Spring,MHxPC130467600,1,1,0,0,United States,,1998,m,0,2013/3/5,2013/3/5,8,1,3,1,0
MITx/6.00x/2013_Spring,MHxPC130438989,1,1,0,0,United States,Master's,1983,f,0,2012/12/26,2012/12/26,2,1,,,0
MITx/6.00x/2013_Spring,MHxPC130227835,1,1,0,0,India,Bachelor's,1985,m,0,2013/3/8,2013/3/8,3,1,,,0
MITx/6.00x/2013_Spring,MHxPC130471957,1,1,0,0,India,Secondary,1993,m,0,2013/4/10,2013/4/13,140,4,47,2,0
MITx/6.00x/2013_Spring,MHxPC130263872,1,1,0,0,United States,Master's,1963,m,0,2013/4/23,2013/4/23,81,1,7,1,0
MITx/6.00x/2013_Spring,MHxPC130000256,1,1,0,0,United Kingdom,Bachelor's,1973,m,,2013/8/11,2013/8/13,138,2,40,4,0
MITx/6.00x/2013_Spring,MHxPC130584409,1,1,0,0,United States,Secondary,1987,m,0.01,2013/2/19,2013/2/26,111,2,1,3,0
MITx/6.00x/2013_Spring,MHxPC130305660,1,1,0,0,United States,,,f,0,2013/2/15,2013/2/26,204,3,22,3,0
MITx/6.00x/2013_Spring,MHxPC130197208,1,1,0,0,Other Europe,Bachelor's,1990,m,0,2013/1/19,2013/1/19,3,1,,,0
MITx/6.00x/2013_Spring,MHxPC130239497,1,1,0,0,Colombia,Bachelor's,1987,m,0,2013/3/18,2013/4/3,8,2,,1,0
MITx/6.00x/2013_Spring,MHxPC130284414,1,1,0,0,Poland,Less than Secondary,1990,m,0,2013/2/20,2013/3/5,9,2,,,0
MITx/6.00x/2013_Spring,MHxPC130454301,1,1,0,0,Pakistan,Secondary,1989,m,0,2013/5/31,2013/5/31,59,1,,2,0
MITx/6.00x/2013_Spring,MHxPC130514298,1,1,0,0,Other Europe,Secondary,1991,m,0.26,2013/2/6,2013/3/25,1739,11,140,6,0
MITx/6.00x/2013_Spring,MHxPC130560974,1,1,0,0,United States,Bachelor's,1980,m,0,2013/2/18,2013/2/18,1,1,,,0
MITx/6.00x/2013_Spring,MHxPC130037469,1,1,1,0,United States,Master's,1977,m,0,2013/2/11,2013/6/8,1255,13,246,14,0
MITx/6.00x/2013_Spring,MHxPC130131234,1,1,0,0,United States,Master's,1959,f,0,2013/2/14,2013/2/18,105,3,12,2,0
MITx/6.00x/2013_Spring,MHxPC130042379,1,1,0,0,United States,Secondary,1991,m,0,2013/2/28,2013/2/28,1,1,,2,0
MITx/6.00x/2013_Spring,MHxPC130175511,1,1,0,0,United Kingdom,Master's,1989,m,,2013/7/30,2013/8/15,26,2,,4,0
MITx/6.00x/2013_Spring,MHxPC130115974,1,1,0,0,China,Bachelor's,1989,m,0,2013/1/14,2013/3/10,13,2,,1,0
MITx/6.00x/2013_Spring,MHxPC130389031,1,1,0,0,United States,Bachelor's,,,,2013/9/1,2013/9/1,208,1,18,2,0
MITx/6.00x/2013_Spring,MHxPC130319351,1,1,0,0,China,Bachelor's,1989,m,0,2013/5/15,2013/5/19,32,3,,2,0
MITx/6.00x/2013_Spring,MHxPC130104015,1,1,0,0,United States,Bachelor's,1978,m,0,2013/3/26,2013/3/26,3,1,,1,0
MITx/6.00x/2013_Spring,MHxPC130523976,1,1,0,0,Brazil,Bachelor's,1982,m,0,2013/1/3,2013/1/9,67,4,3,2,0
MITx/6.00x/2013_Spring,MHxPC130280306,1,1,0,0,Other South Asia,NA,NA,NA,0.02,2013/2/27,2013/3/25,390,2,43,2,0
MITx/6.00x/2013_Spring,MHxPC130530935,1,1,1,1,India,NA,NA,NA,0.6,2013/3/18,2013/7/5,4464,44,51,16,0
MITx/6.00x/2013_Spring,MHxPC130314305,1,1,0,0,United States,Secondary,1987,m,0,2013/4/23,2013/4/23,1,1,,,0
MITx/6.00x/2013_Spring,MHxPC130094802,1,1,0,0,India,Bachelor's,1992,m,0,2013/1/11,2013/1/11,1,1,,,0
MITx/6.00x/2013_Spring,MHxPC130240966,1,1,0,0,United States,Secondary,1981,m,0,2013/3/11,2013/3/29,267,3,21,2,0
MITx/6.00x/2013_Spring,MHxPC130005703,1,1,0,0,United Kingdom,Bachelor's,1989,f,0,2013/1/14,2013/3/25,164,1,,1,0
MITx/6.00x/2013_Spring,MHxPC130563201,1,1,1,1,United States,Bachelor's,1985,m,0.75,2013/1/23,2013/6/8,4826,47,112,18,0
MITx/6.00x/2013_Spring,MHxPC130209410,1,1,0,0,United Kingdom,Secondary,1999,m,0,2013/5/18,2013/5/18,91,1,13,1,0
MITx/6.00x/2013_Spring,MHxPC130471971,1,1,0,0,India,Secondary,1993,m,,2013/8/25,2013/8/25,229,1,25,2,0
MITx/6.00x/2013_Spring,MHxPC130024167,1,1,0,0,India,Secondary,1992,m,0.01,2013/2/25,2013/3/5,483,4,105,3,0
MITx/6.00x/2013_Spring,MHxPC130054751,1,1,0,0,United States,Bachelor's,1987,f,0,2013/1/13,2013/1/25,1,2,1,1,0
MITx/6.00x/2013_Spring,MHxPC130052388,1,1,1,1,United States,Secondary,1997,m,0.8,2013/2/6,2013/6/23,11761,60,741,18,0
MITx/6.00x/2013_Spring,MHxPC130221040,1,1,0,0,"Other North & Central Amer. Caribbean",Bachelor's,1992,m,0,2013/3/27,2013/8/28,7,2,,2,0
MITx/6.00x/2013_Spring,MHxPC130413809,1,1,0,0,Other Europe,Secondary,1994,m,0,2013/2/11,2013/2/11,72,1,7,2,0
MITx/6.00x/2013_Spring,MHxPC130506768,1,1,0,0,Other Africa,Master's,1983,m,0.01,2013/5/16,2013/6/16,525,4,45,3,0
MITx/6.00x/2013_Spring,MHxPC130215204,1,1,0,0,Spain,Master's,1971,m,0,2013/6/6,2013/7/30,122,6,7,5,0
MITx/6.00x/2013_Spring,MHxPC130354383,1,1,0,0,India,Bachelor's,1993,m,0,2013/2/15,2013/6/5,95,3,23,2,0
MITx/6.00x/2013_Spring,MHxPC130505482,1,1,1,0,India,Bachelor's,1992,f,0.05,2013/4/23,2013/5/4,1149,8,133,11,0
MITx/6.00x/2013_Spring,MHxPC130029492,1,1,0,0,Other South Asia,Bachelor's,1987,m,0,2012/12/27,2013/3/3,375,6,199,2,0
MITx/6.00x/2013_Spring,MHxPC130238165,1,1,1,0,Australia,Bachelor's,1989,m,0.31,2013/2/4,2013/5/1,1164,26,2,11,0
MITx/6.00x/2013_Spring,MHxPC130123745,1,1,0,0,Other East Asia,Bachelor's,1973,m,0,2013/5/26,2013/5/26,1,1,,,0
MITx/6.00x/2013_Spring,MHxPC130427515,1,1,0,0,Pakistan,Secondary,1994,m,,2013/8/31,2013/9/1,85,2,14,2,0
MITx/6.00x/2013_Spring,MHxPC130350752,1,1,0,0,United States,Master's,1986,m,0,2013/1/15,2013/1/15,9,1,2,1,0
MITx/6.00x/2013_Spring,MHxPC130216922,1,1,0,0,India,NA,NA,NA,0.01,2013/4/3,2013/4/5,394,3,43,2,0
MITx/6.00x/2013_Spring,MHxPC130530755,1,1,0,0,United Kingdom,Secondary,1987,m,0,2013/1/9,2013/1/9,2,1,,,0
MITx/6.00x/2013_Spring,MHxPC130182320,1,1,0,0,United Kingdom,Bachelor's,1983,m,0,2013/6/2,2013/6/2,159,1,24,7,0
